"","id","URM","URM2","day0","day","homeavoid.x","curraffect","e.excited","e.enthus","e.nerv","e.fear","e.hostile","e.uncertain","e.calm","e.peace","e.indiff","e.homesick","e.guilty","e.happy","e.shame","e.slug","e.sleepy","e.proud","neg.m.x","pos.m.x","er.accept","er.distractbusy","er.rumin","er.prob","er.socsupp","er.benfind","er.conseq","er.selfblame","er.otherblame","er.posfocus","er.beh","er.savor","er.perspect","er.distractonline","er.suppress1","er.suppress2","er.avoid","iof.day","WUcon_hrs","WUcon_mode","WUcon_mode_txt","WUcon_mode_3","WUcon_mode_4","WUcon_mode_5","WUcon_mode_5_txt","famcon","fambff_modes_1","fambff_modes_2","fambff_modes_3","fambff_modes_4","fambff_modes_5","fambff_modes_5_txt","famcon_me","me_famcon","interact","express","suppress","avoid.home","avoid.h_acad","avoid.h_soc","avoid.h_money","avoid.college","avoid.c_acad","avoid.c_soc","avoid.c_money","firstgen","gender","iof.day.y","neg.m.y","pos.m.y","homeavoid.y","er.avoid.y","filter_$","min","missincases","completecases","complete","iof.x.pc","duration.exp","duration","StartDate","EndDate","Date_analysis"
"1",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"2",1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"3",1,0,0,2,3,1.5,6,3,3,1,1,1,1,4,3,1,2,2,4,1,2,3,3,1.625,3.33333333333333,3,4,1,3,2,2,1,1,1,2,3,3,3,4,2,2,1,5,4,1,1,1,1,NA,"",1,NA,NA,1,1,NA,"",0.5,0.5,1,3,3,1,1,1,3,1,2,2,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.25,0,1463,"3/29/2017 20:21","3/29/2017 20:46","Wednesday, March 29th"
"4",1,0,0,3,4,1.5,7,4,4,1,1,1,1,3,4,1,2,1,4,1,1,2,5,1.25,4,4,3,1,4,2,2,2,1,1,4,3,4,4,3,3,2,1,6,4,1,NA,1,1,NA,"",3,NA,1,1,1,NA,"",2,1,1,3,3,1,2,1,2,1,2,1,2,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.75,1,350,"3/30/2017 19:18","3/30/2017 19:24","Thursday, March 30th"
"5",1,0,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"6",1,0,0,5,6,1.25,6,2,2,3,2,1,2,2,2,1,2,3,2,2,3,2,2,2.25,2,3,2,2,4,3,2,2,2,1,3,2,2,4,2,2,3,1,5,6,1,1,1,1,NA,"",3,NA,1,1,1,NA,"",2,1,1,3,4,1,2,1,1,1,2,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.25,1,361,"4/1/2017 18:48","4/1/2017 18:54","Saturday, April 1st"
"7",1,0,0,6,7,1.25,5,2,2,3,2,1,2,2,2,1,2,3,3,3,2,2,2,2.25,2.16666666666667,4,2,2,3,3,3,2,3,1,3,2,2,4,2,2,2,2,5,4,1,NA,1,1,NA,"",2,NA,NA,1,1,NA,"",1,1,1,4,4,1,2,1,1,1,2,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.25,1,317,"4/2/2017 20:03","4/2/2017 20:08","Sunday, April 2nd"
"8",2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"9",2,0,1,1,2,1.25,NA,1,1,2,2,3,2,2,2,3,1,2,2,2,3,3,1,2.25,1.5,2,2,3,2,3,2,2,2,3,3,3,2,2,4,3,2,3,6,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,3,2,1,1,1,2,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0.666666666666667,1,372,"3/28/2017 22:04","3/28/2017 22:11","Tuesday, March 28th"
"10",2,0,1,2,3,1.25,NA,3,2,2,1,1,2,3,3,3,2,2,3,1,3,2,2,1.75,2.66666666666667,2,4,2,3,4,3,2,1,1,4,3,3,3,4,3,3,2,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,3,2,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,203,"3/29/2017 17:11","3/29/2017 17:14","Wednesday, March 29th"
"11",2,0,1,3,4,1.25,NA,2,2,2,1,2,3,3,3,2,1,1,3,1,3,3,1,1.75,2.33333333333333,3,3,2,3,3,2,3,2,2,3,2,3,3,4,3,3,2,6,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,3,2,1,1,1,2,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0.666666666666667,1,383,"3/30/2017 18:12","3/30/2017 18:18","Thursday, March 30th"
"12",2,0,1,4,5,1,6,3,2,3,2,2,3,3,3,2,1,1,3,1,3,3,1,2,2.5,3,3,3,3,2,2,2,2,2,3,3,3,3,4,2,3,2,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,4,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,127,"3/31/2017 17:12","3/31/2017 17:14","Friday, March 31st"
"13",2,0,1,5,6,1,6,2,1,2,3,2,2,3,3,3,2,2,2,2,3,3,2,2.375,2.16666666666667,3,3,2,3,3,3,3,3,2,3,2,2,2,4,2,3,3,5,2,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0,0.5,1,4,4,1,1,1,1,2,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,235,"4/1/2017 17:25","4/1/2017 17:29","Saturday, April 1st"
"14",2,0,1,6,7,1,3,1,1,3,3,2,3,2,3,2,2,3,2,3,3,3,1,2.75,1.66666666666667,2,2,2,2,2,2,3,4,2,2,1,2,2,4,3,2,1,5,2,NA,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.25,0,NA,NA,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,148,"4/2/2017 17:37","4/2/2017 17:40","Sunday, April 2nd"
"15",3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"16",3,0,1,1,2,1,5,3,3,2,2,2,3,3,3,2,2,2,4,1,4,4,3,2.375,3.16666666666667,3,3,2,5,4,3,1,2,1,3,5,2,3,3,1,2,1,5,5,1,1,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,5,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-1,1,193,"3/28/2017 22:19","3/28/2017 22:23","Tuesday, March 28th"
"17",3,0,1,2,3,1,NA,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1.75,2,3,3,3,2,3,3,3,2,1,3,5,3,3,5,2,3,3,7,6,1,NA,NA,NA,NA,"",1,1,1,1,1,NA,"",1,0,1,2,5,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,451,"3/30/2017 0:53","3/30/2017 1:00","Wednesday, March 29th"
"18",3,0,1,3,4,1,6,4,4,2,1,1,3,3,2,1,2,2,4,1,2,3,2,1.75,3.16666666666667,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,7,3,1,1,1,1,NA,"",1,NA,1,NA,NA,NA,"",1,0,1,3,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,177,"3/30/2017 19:53","3/30/2017 19:56","Thursday, March 30th"
"19",3,0,1,4,5,2,1,1,1,5,5,5,5,1,1,2,2,5,1,NA,2,3,1,NA,1,2,2,2,1,2,2,3,2,3,2,2,2,1,2,2,2,2,4,2,1,1,1,NA,NA,"",0.5,NA,1,NA,NA,NA,"",0,0.5,1,5,5,2,2,2,2,2,2,2,2,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-2,1,130,"3/31/2017 17:09","3/31/2017 17:11","Friday, March 31st"
"20",3,0,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"21",3,0,1,6,7,1,NA,2,1,2,3,2,3,2,1,2,5,2,2,2,3,2,1,2.625,1.5,5,5,5,5,5,5,3,1,1,4,5,2,5,5,1,5,2,7,1,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,"",1,0,1,2,5,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,116,"4/2/2017 17:05","4/2/2017 17:07","Sunday, April 2nd"
"22",4,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"23",4,1,1,1,2,2.5,7,2,1,3,2,2,4,3,2,3,1,1,3,1,2,2,4,1.75,2.5,3,1,2,5,4,4,4,1,1,3,3,2,2,3,3,4,2,2,4,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,3,4,1,4,1,3,1,3,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,578,"3/28/2017 19:31","3/28/2017 19:41","Tuesday, March 28th"
"24",4,1,1,2,3,1.75,6,2,1,2,1,1,3,3,4,3,2,1,3,1,3,4,4,1.875,2.83333333333333,3,3,2,3,2,3,1,1,1,4,3,4,1,4,2,1,1,1,3,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0.5,0.5,1,4,3,2,1,3,1,3,1,3,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-1,1,433,"3/29/2017 20:56","3/29/2017 21:04","Wednesday, March 29th"
"25",4,1,1,3,4,1.75,6,1,1,1,2,1,2,3,2,5,1,1,3,1,3,5,1,1.875,1.83333333333333,4,3,3,4,1,2,2,1,1,4,1,1,1,3,3,3,1,2,2,1,NA,1,1,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,4,2,1,3,1,2,1,2,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,341,"3/30/2017 19:14","3/30/2017 19:20","Thursday, March 30th"
"26",4,1,1,4,5,1.25,4,2,1,1,2,1,4,3,2,4,3,1,3,1,2,2,2,1.625,2.16666666666667,4,2,3,3,1,2,1,1,1,4,1,1,1,3,3,3,1,3,3,1,1,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,3,1,1,2,1,2,1,2,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,280,"3/31/2017 18:14","3/31/2017 18:18","Friday, March 31st"
"27",4,1,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"28",4,1,1,6,7,1.5,5,5,4,2,2,1,3,3,2,2,2,1,4,2,3,2,2,1.875,3.33333333333333,3,3,4,5,3,1,1,1,1,3,5,4,2,2,2,3,1,2,6,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",1,0,1,3,3,2,1,2,1,2,1,3,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,405,"4/2/2017 18:03","4/2/2017 18:09","Sunday, April 2nd"
"29",5,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"30",5,1,1,1,2,1,7,2,3,3,1,1,1,3,3,1,1,1,3,1,1,1,3,1.25,2.83333333333333,2,2,1,2,2,2,1,1,1,2,2,NA,2,2,2,1,1,5,2,1,NA,1,NA,NA,"",1,NA,NA,NA,1,NA,"",0.5,0.5,1,3,3,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,255,"3/28/2017 17:53","3/28/2017 17:57","Tuesday, March 28th"
"31",5,1,1,2,3,1,7,3,3,3,1,1,1,3,3,1,1,1,4,1,1,1,3,1.25,3.16666666666667,2,2,1,2,2,2,2,1,1,3,3,3,3,2,3,2,1,5,4,1,NA,1,NA,NA,"",1,NA,NA,NA,1,NA,"",0.5,0.5,1,3,4,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,391,"3/29/2017 17:24","3/29/2017 17:31","Wednesday, March 29th"
"32",5,1,1,3,4,1,7,3,2,2,1,1,1,3,3,1,1,1,3,1,1,1,3,1.125,2.83333333333333,2,2,1,2,2,2,1,1,1,3,3,2,3,2,3,2,1,5,3,1,NA,1,NA,NA,"",1,1,NA,1,NA,NA,"",0.5,0.5,1,3,4,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,236,"3/30/2017 17:07","3/30/2017 17:11","Thursday, March 30th"
"33",5,1,1,4,5,1,7,2,2,2,1,1,1,3,2,1,1,1,3,1,1,1,2,1.125,2.33333333333333,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,5,5,1,NA,NA,NA,NA,"",2,1,NA,NA,NA,NA,"",1,1,1,3,4,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,183,"3/31/2017 17:03","3/31/2017 17:06","Friday, March 31st"
"34",5,1,1,5,6,1,7,2,2,1,1,1,1,3,3,1,1,1,3,1,1,1,2,1,2.5,3,2,2,3,2,2,2,1,1,3,2,2,3,2,3,2,1,5,3,1,NA,1,NA,NA,"",1,1,NA,NA,NA,NA,"",0.5,0.5,1,3,5,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,167,"4/1/2017 17:03","4/1/2017 17:06","Saturday, April 1st"
"35",5,1,1,6,7,1,7,2,2,1,1,1,1,3,3,1,1,1,3,1,1,1,2,1,2.5,3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,5,2,1,NA,1,NA,NA,"",1,1,NA,NA,1,NA,"",0.5,0.5,1,3,3,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,382,"4/2/2017 17:07","4/2/2017 17:13","Sunday, April 2nd"
"36",6,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"37",6,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"38",6,0,0,2,3,1.5,8,4,3,3,2,1,2,3,3,1,1,2,4,1,2,2,4,1.75,3.5,3,2,3,3,4,3,1,3,2,4,2,3,5,2,2,1,2,5,2,1,NA,NA,NA,NA,"",1,1,NA,1,NA,NA,"",1,0,1,3,3,1,1,3,1,1,1,2,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.8,1,286,"3/29/2017 17:39","3/29/2017 17:43","Wednesday, March 29th"
"39",6,0,0,3,4,1.5,8,3,4,3,2,1,2,4,3,1,1,2,4,2,2,4,2,2.125,3.33333333333333,3,4,4,4,4,3,4,2,1,4,3,3,5,3,3,2,2,7,0,NA,NA,NA,NA,NA,"",3,1,NA,1,1,NA,"",2.5,0.5,1,3,3,1,1,3,1,2,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1.2,0,655,"3/30/2017 19:26","3/30/2017 19:37","Thursday, March 30th"
"40",6,0,0,4,5,1.25,6,5,3,5,5,4,5,1,1,1,1,3,3,3,1,1,3,2.875,2.66666666666667,2,4,4,2,4,1,4,1,4,4,4,2,4,4,1,1,1,5,0,NA,NA,NA,NA,NA,"",2,1,NA,1,1,NA,"",1,1,1,2,4,1,1,2,1,2,1,3,3,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.8,1,442,"3/31/2017 18:33","3/31/2017 18:40","Friday, March 31st"
"41",6,0,0,5,6,1.75,6,2,4,4,2,3,4,2,2,1,1,4,3,4,2,3,1,2.875,2.33333333333333,2,2,4,4,3,1,4,3,3,4,3,1,5,2,3,1,2,7,0,NA,NA,NA,NA,NA,"",4,1,NA,1,1,NA,"",5,0,1,2,3,2,1,3,1,3,1,3,2,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1.2,1,345,"4/1/2017 18:43","4/1/2017 18:49","Saturday, April 1st"
"42",6,0,0,6,7,1.75,6,3,3,4,4,2,4,2,2,1,1,3,3,3,2,2,3,2.625,2.66666666666667,3,4,4,4,3,3,3,2,1,4,2,2,4,3,2,2,1,5,0,NA,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,"",2.5,0.5,1,4,3,2,1,3,1,2,1,3,2,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.8,0,644,"4/2/2017 18:15","4/2/2017 18:26","Sunday, April 2nd"
"43",7,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"44",7,0,1,1,2,1,NA,2,2,1,1,1,1,3,3,2,1,1,3,1,2,2,1,1.25,2.33333333333333,4,3,4,2,1,1,2,1,1,2,2,1,3,4,3,1,2,3,1,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,144,"3/28/2017 22:17","3/28/2017 22:20","Tuesday, March 28th"
"45",7,0,1,2,3,1,8,4,3,1,1,1,1,4,5,2,1,1,4,1,1,1,2,1,3.66666666666667,4,4,2,1,2,2,1,1,1,4,4,4,4,4,2,1,2,3,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,305,"3/29/2017 21:43","3/29/2017 21:48","Wednesday, March 29th"
"46",7,0,1,3,4,1,NA,1,2,2,1,1,2,4,3,2,1,1,3,1,1,1,2,1.125,2.5,3,3,2,2,2,1,1,1,1,3,2,3,3,5,3,1,2,4,1,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",0.5,0.5,0,NA,NA,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.666666666666667,1,402,"3/30/2017 18:37","3/30/2017 18:44","Thursday, March 30th"
"47",7,0,1,4,5,1,4,4,2,3,2,1,2,3,3,3,1,2,4,2,1,1,2,1.625,3,3,3,2,3,1,3,2,3,1,3,3,3,3,5,4,2,2,3,1,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,3,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,231,"3/31/2017 17:03","3/31/2017 17:06","Friday, March 31st"
"48",7,0,1,5,6,1,4,2,2,1,1,2,1,3,3,3,1,1,3,1,1,2,1,1.25,2.33333333333333,3,3,3,3,2,3,1,2,2,3,2,2,3,5,3,2,3,3,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,3,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.333333333333333,1,273,"4/1/2017 17:38","4/1/2017 17:42","Saturday, April 1st"
"49",7,0,1,6,7,1,NA,2,2,2,1,1,1,3,4,2,2,1,3,1,3,3,3,1.75,2.83333333333333,3,3,2,3,4,3,2,2,2,3,2,3,3,4,3,2,3,4,4,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,"",0,1,1,3,3,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.666666666666667,1,211,"4/2/2017 18:41","4/2/2017 18:44","Sunday, April 2nd"
"50",8,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,NA,1,0,0,NA,NA,NA,"","",""
"51",8,0,0,1,2,1,6,2,2,2,1,1,2,2,2,1,2,4,2,1,1,2,2,1.75,2,2,2,2,2,1,2,2,3,2,4,3,2,2,2,2,2,2,6,2,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",1,0,1,3,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.333333333333333,1,228,"3/28/2017 18:59","3/28/2017 19:03","Tuesday, March 28th"
"52",8,0,0,2,3,1,5,2,2,2,1,2,2,2,2,1,2,1,2,2,4,3,2,2.125,2,2,2,1,2,1,2,2,1,1,4,2,3,2,3,1,2,1,6,2,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",1,0,1,4,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.333333333333333,1,243,"3/29/2017 17:10","3/29/2017 17:14","Wednesday, March 29th"
"53",8,0,0,3,4,1,7,2,3,2,1,1,2,3,2,2,2,2,3,2,4,4,2,2.25,2.5,2,2,2,2,2,3,2,1,1,4,3,3,2,3,2,3,1,5,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.666666666666667,0,2671,"3/30/2017 17:52","3/30/2017 18:37","Thursday, March 30th"
"54",8,0,0,4,5,1,6,2,3,2,1,2,2,3,2,1,2,2,3,2,2,2,2,1.875,2.5,3,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,5,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.666666666666667,1,216,"3/31/2017 21:10","3/31/2017 21:14","Friday, March 31st"
"55",8,0,0,5,6,1,8,4,4,2,1,1,1,3,3,1,1,2,4,1,1,3,4,1.5,3.66666666666667,2,3,2,1,2,2,2,1,1,3,3,4,2,2,2,2,1,6,5,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,5,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.333333333333333,0,836,"4/1/2017 18:28","4/1/2017 18:42","Saturday, April 1st"
"56",8,0,0,6,7,1,7,2,3,3,1,1,2,2,1,1,2,1,3,1,1,2,4,1.5,2.5,2,1,1,3,3,3,3,2,1,3,2,2,3,2,2,2,2,6,2,1,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,"",0,1,1,4,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.333333333333333,1,206,"4/2/2017 22:11","4/2/2017 22:15","Sunday, April 2nd"
