"","id","URM","URM2","day0","day","homeavoid.x","curraffect","e.excited","e.enthus","e.nerv","e.fear","e.hostile","e.uncertain","e.calm","e.peace","e.indiff","e.homesick","e.guilty","e.happy","e.shame","e.slug","e.sleepy","e.proud","neg.m.x","pos.m.x","er.accept","er.distractbusy","er.rumin","er.prob","er.socsupp","er.benfind","er.conseq","er.selfblame","er.otherblame","er.posfocus","er.beh","er.savor","er.perspect","er.distractonline","er.suppress1","er.suppress2","er.avoid","iof.day","WUcon_hrs","WUcon_mode","WUcon_mode_txt","WUcon_mode_3","WUcon_mode_4","WUcon_mode_5","WUcon_mode_5_txt","famcon","fambff_modes_1","fambff_modes_2","fambff_modes_3","fambff_modes_4","fambff_modes_5","fambff_modes_5_txt","famcon_me","me_famcon","interact","express","suppress","avoid.home","avoid.h_acad","avoid.h_soc","avoid.h_money","avoid.college","avoid.c_acad","avoid.c_soc","avoid.c_money","firstgen","gender","iof.day.y","neg.m.y","pos.m.y","homeavoid.y","er.avoid.y","filter_$","min","missincases","completecases","complete","iof.x.pc","duration.exp","duration","StartDate","EndDate","Date_analysis"
"530",76,0,0,4,5,1.5,6,4,3,1,1,1,1,3,3,2,3,1,4,1,2,3,2,1.625,3.16666666666667,3,2,2,3,4,1,2,1,1,5,2,3,2,4,1,3,1,7,1,1,NA,1,1,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,1,5,1,1,1,3,1,2,1,3,0,1,4,1.25,4.5,1.5,3,0,1,0,1,0,0.75,1,222,"4/21/2017 17:16","4/21/2017 17:20","Friday, April 21st"
"531",76,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1.25,4.5,1.5,3,0,1,1,0,0,NA,NA,NA,"","",""
"532",76,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1.25,4.5,1.5,3,0,1,1,0,0,NA,NA,NA,"","",""
"533",77,0,0,0,1,2.5,NA,2,3,2,1,1,1,2,1,2,1,1,3,1,3,4,1,1.75,2,2,2,2,1,1,1,1,1,1,3,2,2,1,4,4,1,1,5,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,3,2,3,1,4,1,1,1,4,0,1,5,1.75,2,2.5,1,1,1,0,1,1,0,1,304,"4/17/2017 18:02","4/17/2017 18:07","Monday, April 17th"
"534",77,0,0,1,2,2.25,6,2,3,4,1,1,2,2,1,2,1,1,3,1,2,3,1,1.75,2,2,2,3,2,2,1,1,2,1,3,2,1,1,4,4,1,1,5,4.5,1,NA,1,1,NA,"",0.5,NA,NA,1,1,NA,"",0,0.5,1,3,3,2,2,1,4,1,2,1,4,0,1,5,1.75,2,2.5,1,0,1,0,1,1,0,1,526,"4/18/2017 17:04","4/18/2017 17:13","Tuesday, April 18th"
"535",77,0,0,2,3,2.25,4,1,1,4,3,2,3,1,1,2,2,2,2,2,3,3,1,2.625,1.16666666666667,1,1,3,1,1,1,3,3,1,1,1,1,1,5,4,1,2,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0,0.25,1,4,1,2,2,4,1,2,1,2,5,0,1,5,1.75,2,2.5,1,0,1,0,1,1,0,1,268,"4/19/2017 17:34","4/19/2017 17:38","Wednesday, April 19th"
"536",77,0,0,3,4,2.25,4,1,2,4,3,2,3,1,1,2,2,2,2,1,3,3,1,2.5,1.33333333333333,1,1,2,1,1,1,1,1,1,2,1,2,1,4,5,1,1,5,2,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0,0.15,1,4,2,2,2,1,4,1,1,1,4,0,1,5,1.75,2,2.5,1,0,1,0,1,1,0,1,177,"4/20/2017 17:02","4/20/2017 17:05","Thursday, April 20th"
"537",77,0,0,4,5,1,7,3,3,3,2,1,2,2,2,1,1,2,3,1,2,2,3,1.75,2.66666666666667,1,2,1,1,2,1,1,1,1,NA,3,1,2,4,2,1,1,5,4,1,1,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,3,1,1,1,1,1,1,1,1,0,1,5,1.75,2,2.5,1,0,1,0,1,1,0,1,304,"4/21/2017 17:02","4/21/2017 17:07","Friday, April 21st"
"538",77,0,0,5,6,1.5,6,2,2,2,2,1,2,2,2,2,2,1,2,1,2,3,1,1.75,1.83333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,3,1,1,1,3,1,1,1,1,0,1,5,1.75,2,2.5,1,0,1,0,1,1,0,1,140,"4/22/2017 20:00","4/22/2017 20:03","Saturday, April 22nd"
"539",77,0,0,6,7,1.5,5,2,1,3,1,1,2,1,2,2,2,2,2,1,3,3,1,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,4,2,1,2,1,1,1,1,1,0,1,5,1.75,2,2.5,1,0,1,0,1,1,0,1,166,"4/23/2017 17:21","4/23/2017 17:24","Sunday, April 23rd"
"540",78,1,1,0,1,2.25,7,3,2,3,3,1,3,4,3,2,1,2,3,1,3,3,2,2.125,2.83333333333333,3,2,2,3,3,2,1,1,1,2,2,2,1,1,2,3,1,3,1.75,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,3,2,3,3,1,1,2,1,1,0,2,3,2.125,2.83333333333333,2.25,1,1,1,0,1,1,0,1,538,"4/17/2017 18:20","4/17/2017 18:29","Monday, April 17th"
"541",78,1,1,1,2,1.25,5,1,1,3,2,1,3,4,3,3,1,1,3,1,2,2,1,1.625,2.16666666666667,2,4,2,2,1,2,1,2,2,2,2,1,1,1,3,3,2,3,0.75,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,2,1,1,1,1,2,1,1,0,2,3,2.125,2.83333333333333,2.25,1,0,1,0,1,1,0,1,405,"4/18/2017 21:35","4/18/2017 21:42","Tuesday, April 18th"
"542",78,1,1,2,3,1.5,4,3,4,2,3,1,3,2,2,2,1,1,3,2,2,2,1,1.75,2.5,1,2,1,3,2,1,2,4,1,1,3,1,2,1,2,2,1,3,2.5,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0,0.5,1,3,4,2,1,2,1,1,1,1,1,0,2,3,2.125,2.83333333333333,2.25,1,0,1,0,1,1,0,0,79960,"4/19/2017 20:34","4/20/2017 18:47","Wednesday, April 19th"
"543",78,1,1,3,4,1.5,7,2,2,3,2,1,3,3,2,2,1,1,3,1,3,3,1,1.875,2.16666666666667,3,2,3,2,1,3,1,3,1,1,2,1,1,1,2,2,1,3,1.5,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0,0.25,1,3,3,2,1,2,1,1,1,1,1,0,2,3,2.125,2.83333333333333,2.25,1,0,1,0,1,1,0,0,1381,"4/20/2017 18:47","4/20/2017 19:10","Thursday, April 20th"
"544",78,1,1,4,5,1.75,NA,1,1,3,2,1,3,2,1,3,1,2,2,2,1,1,2,1.625,1.5,2,2,2,2,1,1,2,4,2,1,2,1,1,1,2,3,1,3,0.5,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,3,3,2,1,1,2,1,1,1,0,2,3,2.125,2.83333333333333,2.25,1,0,1,0,1,1,0,1,214,"4/21/2017 18:11","4/21/2017 18:15","Friday, April 21st"
"545",78,1,1,5,6,1.5,6,1,1,3,3,1,2,2,3,3,1,2,2,3,2,2,1,2.125,1.66666666666667,2,4,2,2,2,1,2,4,1,2,1,1,2,2,3,2,1,3,0.5,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,3,1,1,1,2,3,1,1,0,2,3,2.125,2.83333333333333,2.25,1,0,1,0,1,1,0,1,227,"4/22/2017 17:06","4/22/2017 17:09","Saturday, April 22nd"
"546",78,1,1,6,7,2,7,2,1,4,2,1,2,2,2,4,1,2,3,2,3,2,2,2.125,2,3,3,2,2,1,2,1,3,1,2,1,1,1,1,2,2,2,3,1.5,1,NA,1,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0.25,0,1,4,3,3,2,2,1,2,2,1,1,0,2,3,2.125,2.83333333333333,2.25,1,0,1,0,1,1,0,1,252,"4/23/2017 19:16","4/23/2017 19:20","Sunday, April 23rd"
"547",80,0,0,0,1,2,7,4,3,2,3,1,3,3,3,2,2,1,3,1,3,4,4,2.125,3.33333333333333,4,3,3,3,3,3,3,2,2,4,3,3,4,4,3,2,3,3,3,1,NA,1,NA,NA,"",1,NA,NA,NA,1,NA,"",0,1,1,2,3,2,2,2,2,1,1,1,3,0,1,3,2.125,3.33333333333333,2,3,1,1,0,1,0,-0.4,1,404,"4/17/2017 17:06","4/17/2017 17:12","Monday, April 17th"
"548",80,0,0,1,2,1.75,7,3,3,1,2,1,3,4,4,2,1,1,4,1,2,2,3,1.375,3.5,3,3,3,4,3,3,3,1,3,4,3,3,4,2,2,3,3,4,3,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,2,5,2,2,2,1,1,1,1,3,0,1,3,2.125,3.33333333333333,2,3,0,1,0,1,0,0.6,1,257,"4/18/2017 17:15","4/18/2017 17:20","Tuesday, April 18th"
"549",80,0,0,2,3,2.25,7,3,3,1,1,1,3,4,4,3,1,1,3,1,2,2,3,1.25,3.33333333333333,3,3,2,3,1,3,3,2,2,4,2,3,3,2,2,2,2,4,3,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0,0.5,1,2,5,2,3,2,2,1,1,1,2,0,1,3,2.125,3.33333333333333,2,3,0,1,0,1,0,0.6,1,304,"4/19/2017 17:44","4/19/2017 17:50","Wednesday, April 19th"
"550",80,0,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2.125,3.33333333333333,2,3,0,1,1,0,0,NA,NA,NA,"","",""
"551",80,0,0,4,5,1.75,8,4,4,1,1,1,3,4,4,3,1,1,5,1,2,2,3,1.25,4,2,3,1,3,2,3,3,1,3,4,4,4,4,2,3,2,3,3,4,1,NA,1,NA,NA,"",1,NA,NA,NA,1,NA,"",0,1,1,2,4,1,2,2,2,1,1,1,3,0,1,3,2.125,3.33333333333333,2,3,0,1,0,1,0,-0.4,1,207,"4/21/2017 20:29","4/21/2017 20:33","Friday, April 21st"
"552",80,0,0,5,6,1.5,8,4,4,1,1,2,3,3,3,2,1,1,4,1,1,1,2,1.125,3.33333333333333,3,3,1,3,3,3,2,1,1,4,3,3,3,3,2,3,3,3,3,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,2,5,1,2,1,2,2,1,1,2,0,1,3,2.125,3.33333333333333,2,3,0,1,0,1,0,-0.4,1,275,"4/22/2017 20:47","4/22/2017 20:52","Saturday, April 22nd"
"553",80,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2.125,3.33333333333333,2,3,0,1,1,0,0,NA,NA,NA,"","",""
"554",81,0,1,0,1,3.25,7,3,3,2,2,2,3,1,2,2,2,1,4,1,4,4,3,2.25,2.66666666666667,4,3,4,3,5,4,4,1,2,2,2,5,3,2,2,3,2,3,1,1,NA,1,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0.1,0,1,2,3,2,3,4,4,2,1,2,1,0,1,3,2.25,2.66666666666667,3.25,2,1,1,0,1,0,0,1,315,"4/17/2017 18:57","4/17/2017 19:02","Monday, April 17th"
"555",81,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2.25,2.66666666666667,3.25,2,0,1,1,0,0,NA,NA,NA,"","",""
"556",81,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2.25,2.66666666666667,3.25,2,0,1,1,0,0,NA,NA,NA,"","",""
"557",81,0,1,3,4,2.25,NA,2,1,4,3,3,4,2,2,1,3,1,2,3,4,3,1,3,1.66666666666667,2,3,4,4,4,3,4,3,1,4,1,1,4,3,2,4,2,3,0.5,1,NA,1,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0.25,0.25,1,3,3,3,2,3,1,3,3,2,1,0,1,3,2.25,2.66666666666667,3.25,2,0,1,0,1,0,0,1,225,"4/20/2017 18:58","4/20/2017 19:02","Thursday, April 20th"
"558",81,0,1,4,5,2,NA,1,2,2,1,2,3,2,2,4,2,1,2,1,5,4,2,2.25,1.83333333333333,3,3,3,4,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0.2,0,1,4,2,3,2,2,1,3,3,2,1,0,1,3,2.25,2.66666666666667,3.25,2,0,1,0,1,0,0,1,183,"4/21/2017 17:39","4/21/2017 17:42","Friday, April 21st"
"559",81,0,1,5,6,2.25,4,1,1,2,3,2,4,3,2,3,3,1,1,4,2,2,1,2.375,1.5,3,4,4,1,5,3,4,4,2,2,2,1,4,1,2,4,4,3,2,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,3,3,3,2,1,3,2,4,1,0,1,3,2.25,2.66666666666667,3.25,2,0,1,0,1,0,0,1,131,"4/22/2017 15:09","4/22/2017 15:11","Saturday, April 22nd"
"560",81,0,1,6,7,2,6,2,3,2,2,1,3,4,2,2,2,1,3,1,2,2,3,1.625,2.83333333333333,3,1,2,3,2,3,3,1,1,3,2,3,4,1,2,3,3,3,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0.2,0,1,5,1,2,3,2,1,3,2,3,1,0,1,3,2.25,2.66666666666667,3.25,2,0,1,0,1,0,0,1,144,"4/23/2017 17:29","4/23/2017 17:32","Sunday, April 23rd"
"561",82,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"562",82,0,0,1,2,1.5,NA,1,1,2,2,1,2,2,2,3,1,1,2,2,3,3,1,1.875,1.5,2,4,2,4,1,3,1,3,1,3,2,1,2,3,4,2,1,6,2,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0,1,4,2,2,1,2,1,2,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.8,0,2541,"4/18/2017 21:05","4/18/2017 21:47","Tuesday, April 18th"
"563",82,0,0,2,3,1,2,1,1,4,3,2,5,1,1,2,1,1,3,1,4,4,2,2.5,1.5,2,3,2,4,5,4,4,4,3,2,2,1,4,2,4,3,4,5,1,NA,NA,1,1,NA,"",3,1,NA,1,NA,NA,"",0.5,2.5,1,3,3,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.2,1,183,"4/19/2017 23:56","4/19/2017 23:59","Wednesday, April 19th"
"564",82,0,0,3,4,1,3,1,1,4,3,1,4,1,1,2,1,1,2,1,4,4,1,2.375,1.16666666666667,2,3,3,4,5,3,4,3,1,3,1,1,3,2,1,3,2,6,1,1,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,"",0.5,0.5,1,3,4,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0.8,0,612,"4/20/2017 17:02","4/20/2017 17:13","Thursday, April 20th"
"565",82,0,0,4,5,2,2,1,1,4,3,1,5,1,1,1,1,1,2,1,5,5,1,2.625,1.16666666666667,3,4,3,4,2,4,5,2,1,2,1,1,5,1,4,3,1,5,1,1,NA,NA,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0,1,4,2,2,2,2,2,2,2,2,2,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-0.2,1,251,"4/21/2017 17:01","4/21/2017 17:05","Friday, April 21st"
"566",82,0,0,5,6,5,4,1,1,3,4,1,5,1,1,2,1,2,1,3,5,4,1,2.875,1,4,5,3,2,1,1,4,5,2,2,1,1,1,4,2,2,5,4,0,NA,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,5,1,5,5,5,5,5,5,5,5,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,-1.2,1,272,"4/22/2017 19:03","4/22/2017 19:07","Saturday, April 22nd"
"567",82,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"568",83,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"569",83,0,0,1,2,1.5,7,2,2,2,2,4,2,1,1,2,1,1,3,1,3,4,2,2.25,1.83333333333333,2,2,1,4,4,1,2,1,4,2,2,1,2,2,3,2,3,4,4,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.3,1,3,3,2,1,2,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,251,"4/19/2017 0:14","4/19/2017 0:18","Tuesday, April 18th"
"570",83,0,0,2,3,1.75,4,1,1,2,1,4,2,2,1,1,1,1,2,1,2,2,2,1.75,1.5,3,2,2,3,4,1,2,1,4,1,2,1,1,1,1,2,2,4,4,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.5,0.25,1,3,3,4,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1318,"4/19/2017 18:23","4/19/2017 18:45","Wednesday, April 19th"
"571",83,0,0,3,4,1,5,1,1,NA,1,2,1,2,1,3,1,2,2,2,4,4,2,NA,1.5,1,1,1,2,1,1,2,1,3,2,2,1,2,3,3,1,1,4,3,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.2,0.05,1,3,5,1,1,1,1,1,1,2,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,768,"4/20/2017 17:38","4/20/2017 17:51","Thursday, April 20th"
"572",83,0,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"573",83,0,0,5,6,1,5,2,1,1,1,1,2,1,1,2,1,2,3,1,4,4,1,1.875,1.5,1,1,1,1,1,1,1,1,1,2,3,2,1,2,3,1,1,4,3,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.15,0.15,1,2,4,1,1,1,1,1,1,2,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,7913,"4/22/2017 14:55","4/22/2017 17:07","Saturday, April 22nd"
"574",83,0,0,6,7,1,6,1,2,1,1,1,1,3,1,2,1,1,3,1,3,4,2,1.625,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,4,5,1,NA,NA,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.15,0,1,2,4,1,1,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,206,"4/23/2017 17:05","4/23/2017 17:08","Sunday, April 23rd"
"575",84,0,0,0,1,2,6,1,1,2,2,1,3,3,2,3,1,1,2,1,2,2,2,1.5,1.83333333333333,3,4,2,1,3,2,2,4,1,3,2,3,1,3,3,4,1,4,1,1,NA,1,NA,NA,"",1,NA,NA,1,1,NA,"",1,NA,1,4,3,2,3,2,1,2,3,1,1,0,2,4,1.5,1.83333333333333,2,1,1,1,0,1,0,0.333333333333333,1,465,"4/17/2017 17:28","4/17/2017 17:36","Monday, April 17th"
"576",84,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,1.5,1.83333333333333,2,1,0,1,1,0,0,NA,NA,NA,"","",""
"577",84,0,0,2,3,1,7,2,2,4,1,1,3,3,3,2,1,1,2,3,2,2,2,1.875,2.33333333333333,3,4,2,2,2,3,2,3,1,3,2,4,1,2,3,3,1,4,3,1,NA,1,1,NA,"",1,NA,NA,1,1,NA,"",1,1,1,3,4,1,1,1,1,1,1,1,1,0,2,4,1.5,1.83333333333333,2,1,0,1,0,1,0,0.333333333333333,1,219,"4/20/2017 1:16","4/20/2017 1:20","Wednesday, April 19th"
"578",84,0,0,3,4,2.25,NA,2,1,2,1,1,3,3,3,2,1,1,2,1,2,2,2,1.375,2.16666666666667,2,3,1,2,2,2,2,1,1,2,2,2,2,3,2,3,3,4,2,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",NA,1,0,NA,NA,3,2,2,2,2,3,2,1,0,2,4,1.5,1.83333333333333,2,1,0,1,0,1,0,0.333333333333333,1,164,"4/21/2017 11:12","4/21/2017 11:15","Thursday, April 20th"
"579",84,0,0,4,5,2,7,3,1,2,1,1,2,1,2,2,1,1,2,1,2,3,3,1.5,2,2,4,1,2,2,2,3,2,2,2,1,2,3,2,3,3,2,3,2,1,1,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,3,4,3,2,2,1,2,2,2,1,0,2,4,1.5,1.83333333333333,2,1,0,1,0,1,0,-0.666666666666667,1,320,"4/21/2017 17:52","4/21/2017 17:58","Friday, April 21st"
"580",84,0,0,5,6,2,7,2,2,2,1,1,2,3,3,2,1,1,2,1,2,3,2,1.5,2.33333333333333,2,3,1,3,2,3,2,3,1,3,1,3,2,3,2,4,3,3,NA,NA,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,2,2,2,2,2,2,3,1,0,2,4,1.5,1.83333333333333,2,1,0,1,0,1,0,-0.666666666666667,1,419,"4/22/2017 23:22","4/22/2017 23:29","Saturday, April 22nd"
"581",84,0,0,6,7,1.75,7,3,3,3,1,2,2,2,2,2,1,1,3,1,2,1,3,1.5,2.66666666666667,1,3,1,2,1,3,2,1,2,4,3,3,2,2,3,2,2,4,3,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,3,4,2,2,2,1,2,2,2,1,0,2,4,1.5,1.83333333333333,2,1,0,1,0,1,0,0.333333333333333,1,557,"4/23/2017 17:54","4/23/2017 18:03","Sunday, April 23rd"
"582",85,0,1,0,1,2.25,NA,2,2,1,1,1,2,5,4,4,1,1,3,1,3,2,4,1.375,3.33333333333333,3,2,2,2,4,1,2,2,2,3,3,3,3,3,2,1,2,4,2,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,5,3,3,2,1,1,2,2,1,1,2,4,1.375,3.33333333333333,2.25,2,1,1,0,1,1,0,1,302,"4/17/2017 17:20","4/17/2017 17:25","Monday, April 17th"
"583",85,0,1,1,2,2.5,4,3,2,3,3,2,4,2,2,3,3,2,4,3,4,3,3,2.875,2.66666666666667,4,3,4,1,3,1,3,3,3,2,3,2,3,4,4,2,3,4,2,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0,1,3,4,3,4,2,1,2,2,1,1,1,2,4,1.375,3.33333333333333,2.25,2,0,1,0,1,1,0,1,524,"4/18/2017 17:04","4/18/2017 17:13","Tuesday, April 18th"
"584",85,0,1,2,3,1,6,3,3,2,2,2,2,3,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,1,1,1,1,1,1,1,1,1,2,4,1.375,3.33333333333333,2.25,2,0,1,0,1,1,1,1,128,"4/20/2017 15:34","4/20/2017 15:36","Wednesday, April 19th"
"585",85,0,1,3,4,2,7,4,4,2,1,1,2,2,3,1,3,1,4,1,1,2,2,1.5,3.16666666666667,3,1,2,1,4,2,1,1,1,3,5,4,3,2,2,1,1,4,5,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,2,3,2,1,2,2,1,1,1,2,4,1.375,3.33333333333333,2.25,2,0,1,0,1,1,0,0,2808,"4/20/2017 17:11","4/20/2017 17:58","Thursday, April 20th"
